name,id,number_of_board_members,avg_age_of_board,total_active_assignments,total_prev_assignments
Byggnadsfirman Kennet Ivehag Aktiebolag,5562274315,2,66,nan,nan
Byggnadsfirman Manfredsson & Johansson Aktiebolag,5560878364,4,52,1,2
Byggnadsfirman Roger Axelsson AB,5566729066,2,64,nan,nan
Byggnadsfirman Rutgersson & Söner Aktiebolag,5564559598,2,33,nan,nan
Byggnadsfirman Sven Alvarsson Aktiebolag,5563266088,5,40,4,0
Byggnadshantverk i Helsingborg AB,5566154828,2,56,nan,nan
Byggnadshyttan Kalk & Bygg AB,5564144029,7,60,2,0
Byggnadsplåt i Jönköping AB,5569990434,3,51,2,3
Byggnadssmide i Mjölby Aktiebolag,5565661120,2,46,nan,nan
Byggnadsställningsentreprenad i Stockholm AB,5564401452,2,34,nan,nan
Byggnadsverk i Sverige AB,5569101933,3,33,2,3
Byggnationer Rönström A Andersson i Söderhamn AB,5590733423,4,46,4,4
Byggnations Design i Örebro AB,5569041535,3,37,nan,nan
Byggnoga i Sverige AB,5569427221,2,47,nan,nan
Byggnor Närke AB,5568727555,4,44,13,14
Byggobjekt Syd AB,5566695598,2,47,3,1
Byggoffert i Stockholm AB,5569213290,2,56,nan,nan
Byggpartner i Katrineholm Aktiebolag,5566656129,4,53,nan,nan
Byggpartner Mellansverige AB,5590385604,3,53,nan,nan
Byggpartner Väst AB,5567085112,3,36,nan,nan
Byggpenta AB,5567245955,2,46,nan,nan
Byggplanerarna konsult & bygg i Karlskrona AB,5563904522,3,44,nan,nan
Byggplus i Dalarna AB,5568612310,3,48,nan,nan
ByggPlåt i Laholm AB,5567786115,3,45,nan,nan
Byggplåt i väst AB,5567343685,3,54,nan,nan
Byggpojken AB,5565613519,2,44,5,3
Byggpolarna i Juoksengi Aktiebolag,5563234599,3,60,3,1
ByggPrecision i Göteborg AB,5566133541,2,53,nan,nan
Byggpressarna AB,5569220592,2,41,nan,nan
ByggPro i Skellefteå AB,5569105421,4,64,nan,nan
ByggPro Tyresö AB,5569221822,2,51,1,2
Byggproduktion An-Ro i Jönköping Aktiebolag,5565027082,2,32,nan,nan
ByggProduktion i Katrineholm AB,5569888711,3,42,nan,nan
Byggproduktion i Skåne AB,5568995699,2,46,nan,nan
Byggproffs1 R.N AB,5569138810,2,38,nan,nan
Byggprofil i Stockholm Aktiebolag,5561773093,2,54,3,3
Byggprojekt i Uddevalla AB,5590092788,4,33,nan,nan
Byggprojekt Olsson & Ström AB,5567273882,2,55,2,0
ByggRakt Stockholm AB,5590453501,2,31,5,3
Byggrespons i Mälardalen AB,5568511967,2,56,nan,nan
Byggresurs i Kristianstad AB,5567220057,2,55,nan,nan
EHRAB Byggresurs AB,5590057302,2,40,nan,nan
Byggruppen i Eskilstuna AB,5590801857,3,53,nan,nan
Byggruppen i Jämtland AB,5567814412,2,40,nan,nan
Byggruppen i Mälardalen AB,5568997430,,,nan,nan
Byggruppen i Trelleborg Aktiebolag,5564017233,2,55,nan,nan
Byggruppen Mark och Anläggning i Västerås AB,5566897665,,,nan,nan
Byggruppen MM AB,5590859434,2,25,nan,nan
Byggruppen Väst i Landvetter AB,5567028344,2,59,nan,nan
Byggs Sprutbetong Aktiebolag,5563785269,3,53,nan,nan
Byggservice Conny Melin AB,5561402214,2,63,nan,nan
Byggservice i Geijersholm Aktiebolag,5564801495,2,48,3,6
Byggservice i Hammarö AB,5566321203,3,51,nan,nan
Byggservice i Målilla AB,5566855499,3,49,nan,nan
Byggservice i Sjövik AB,5568775596,4,37,nan,nan
Byggservice i Tjust AB,5569666331,2,47,nan,nan
ByggService Näslund AB,5564703055,2,49,nan,nan
Byggsiwe Aktiebolag,5564649365,2,60,nan,nan
Byggskadeteknik i Helsingborg Aktiebolag,5564617966,2,56,nan,nan
Byggskills Stockholm AB,5568486301,2,42,nan,nan
Byggsmart Hällby AB,5566470240,2,62,nan,nan
Byggsnabben Aktiebolag,5561352518,3,50,3,3
Byggsnarven AB,5569470981,2,62,nan,nan
Byggsnickaren Blekinge AB,5569231888,2,53,nan,nan
Byggsnickarn i Luleå Aktiebolag,5563526242,3,49,nan,nan
BYGGSOLID SVERIGE AB,5569377590,4,39,10,12
Byggspecialisten i Bergslagen AB,5566550157,,,nan,nan
Byggspecialisten i Kristianstad AB,5565812244,3,53,nan,nan
Byggspecialisten i Malmö AB,5566555073,2,48,nan,nan
Byggstark AB,5561874180,3,39,3,1
Byggstart i Hässleholm AB,5590132683,2,45,nan,nan
BYGGSTYRKAN AB,5565232443,2,72,nan,nan
Byggställningar i Östergötland AB,5590729165,3,52,nan,nan
ByggSvensson i Sävsjö Aktiebolag,5563183507,3,60,1,3
Byggsystem i Väst AB,5569697377,2,34,nan,nan
BYGGSYSTEM STOCKHOLM AB,5590072566,2,55,2,3
Byggteamet BL AB,5590615299,2,52,nan,nan
Byggteamet Fastigheter Stockholm AB,5568035082,1,42,nan,nan
Byggteamet Halland AB,5565727681,4,52,1,1
Byggteamet i Sjuhärad AB,5566727656,2,41,nan,nan
Byggteamet i Örnsköldsvik Aktiebolag,5564054293,2,54,nan,nan
Byggtech i Stenungsund Aktiebolag,5566342662,2,54,4,4
Byggteknik Blekinge AB,5568549967,4,47,nan,nan
Byggteknik i Hudiksvall AB,5568323355,2,37,nan,nan
Byggteknik i Ljungby AB,5567085666,2,64,nan,nan
Byggteknik i Ängelholm Aktiebolag,5563774693,4,61,nan,nan
Byggteknik M.G. AB,5565451266,2,64,nan,nan
Byggteknik Partille AB,5568940778,4,46,nan,nan
Byggtema i Östergötland AB,5568894504,2,52,nan,nan
Byggtill i Gävle AB,5567791628,2,49,nan,nan
ByggTitanerna AB,5568845886,4,38,nan,nan
Byggtjänst i Borås AB,5564395829,2,66,nan,nan
Byggtjänst i Bredaryd Aktiebolag,5563494235,3,50,nan,nan
Byggtjänst i Haparanda Aktiebolag,5563821171,2,53,nan,nan
Byggtjänst i Hoting AB,5566884713,3,61,nan,nan
Byggtjänst i Lerum AB,5569057812,2,42,nan,nan
Byggtjänst i Stenungsund Aktiebolag,5561387415,2,47,nan,nan
Byggtjänst i Träslöv AB,5566701180,2,53,nan,nan
Byggtjänst i Veberöd AB,5568444961,2,35,nan,nan
Byggtjänst i Virserum Aktiebolag,5563436798,4,66,nan,nan
Byggtjänst i Åre AB,5566537659,3,43,nan,nan
Byggtjänst Norr Älvsbyn AB,5566925375,2,55,nan,nan
Byggtjänst Söderåsen AB,5568835119,2,57,nan,nan
BYGGTJÄNST & ENTREPRENAD STOCKHOLM AB,5567578447,2,47,nan,nan
Byggtjänsten Jämtland AB,5568134281,2,42,3,3
Byggtrio i Borlänge AB,5566231725,3,61,2,6
ByggTvåan i Stockholm AB,5565892543,2,33,nan,nan
Bygguppdraget i Stockholm AB,5567922942,2,38,nan,nan
Byggverket CE AB,5567379291,2,55,nan,nan
Byggverket i Uppsala AB,5569466237,2,25,nan,nan
Byggverkstan i Stockholm AB,5567744593,2,38,nan,nan
BYGGVESTOR AB,5590590427,3,43,nan,nan
Byggvän Aktiebolag,5562693712,3,54,2,0
byggwalle AB,5561038570,2,63,nan,nan
Byggwång Aktiebolag,5564030905,2,61,nan,nan
Byggytor & Gaturum i Stockholm AB,5562916469,2,71,nan,nan
Bygg- och bensinanläggningar i Grums AB,5565819066,2,53,nan,nan
Bygg- och målarmästarna i Grums AB,5569246316,2,40,nan,nan
Bygg- och Reparationsfirma Lars Bergling          Aktiebolag,5562434919,3,37,1,2
Bygg- och tomtspecialisten i Huddinge AB,5565869871,2,63,nan,nan
Bygg- & Designgruppen BDG AB,5567059638,3,42,7,2
Bygg- & Golvtjänst i Gävle Aktiebolag,5563373108,2,63,nan,nan
Bygg- & Markplanering i Mariefred AB,5563376200,2,57,1,1
Bygg-Brolin i Norrbo AB,5567465587,2,62,nan,nan
Bygg-Bröderna Sörensson AB,5563461275,2,50,nan,nan
Bygg-gruppen i Stockholm AB,5562780238,2,44,nan,nan
Bygg-gruppen ONID AB,5569909236,,,nan,nan
Bygg-Kjells AB,5590848916,3,52,nan,nan
Bygg-Kompaniet i Borås Aktiebolag,5565005617,2,68,nan,nan
Bygg-Larsson Magra AB,5569036774,3,53,nan,nan
Bygg-Plåt Svensson & Söner Aktiebolag,5563387207,3,65,nan,nan
Bygg-S AB,5565853214,2,49,nan,nan
Bygg-Sven i Östervåla AB,5568457344,4,49,4,7
Bygg1 Jämtland AB,5569554339,2,46,nan,nan
Bygg&Kakelgruppen i Borås AB,5590236864,4,42,nan,nan
Bygärde Bygg AB,5566649629,2,58,nan,nan
Bylunds VVS AB,5590030457,2,62,nan,nan
Bymarkens El Aktiebolag,5566803119,2,58,nan,nan
Bürgers Växt och Miljö i Örebro AB,5566877436,2,41,nan,nan
Byske Byggtjänst i Skellefteå AB,5563396091,3,57,nan,nan
Bysses Bergsprängning AB,5567773493,2,53,nan,nan
Bysso Projekt AB,5569962284,2,63,nan,nan
Byvald & Johansson Måleri Aktiebolag,5565078192,3,56,nan,nan
Bålsta Form & Betong AB,5590130729,3,49,nan,nan
Bålsta Glasmästeri Idéglas AB,5561209387,3,52,nan,nan
Bålsta Kabel TV Holding AB,5567832992,4,56,nan,nan
Bålsta Småstadsutveckling AB,5569640112,2,51,15,6
Bårhults maskin o gräv AB,5567827349,2,46,nan,nan
Båstad El AB,5566377882,2,56,nan,nan
Båstad Rör Aktiebolag,5561380584,4,62,1,1
Freezing Fiber AB,5565960738,3,50,10,4
Bäckaskogs Bygg & Fastighetsservice AB,5565007555,4,44,nan,nan
Bäckaskogs Plåt AB,5566105473,2,45,5,2
Bäckens Puts J. Olsson Aktiebolag,5565613501,2,50,nan,nan
Bäcklunds Värme & Sanitet Aktiebolag,5562241165,2,44,nan,nan
Bäckmans Glas Aktiebolag,5561688085,3,55,nan,nan
Bälinge El AB,5566540802,2,45,nan,nan
Bälinge Ventilation AB,5569569139,4,54,1,2
Bällsta El Aktiebolag,5563784221,2,60,nan,nan
Bälters Byggrenovering Aktiebolag,5563372449,2,68,nan,nan
Bärsta Gård Aktiebolag,5564081858,2,46,nan,nan
Bästkustställningar AB,5566040738,2,41,nan,nan
Böj På Rakbit AB,5567396436,2,55,1,2
Böle Byggservice AB,5564705795,3,48,3,2
Börje Bygg i Linköping AB,5564692555,2,49,nan,nan
Börje Johansson Bygg i Fåglum Aktiebolag,5562307727,3,50,3,3
Börjes Rör & Bygg Aktiebolag,5561423699,3,56,nan,nan
Börjesson & Börjesson Bygg AB,5568395320,3,46,nan,nan
Böta Kvarn Construction AB,5590748611,,,1,5
B-E Trailer Sweden AB,5566353222,2,55,nan,nan
B-G Svenssons Elservice i Fränninge AB,5567027502,2,52,nan,nan
B-L Energiteknik AB,5565732178,2,60,nan,nan
B-Mek Produktion AB,5590548888,2,42,nan,nan
B-O Kranar Aktiebolag,5562080530,3,63,4,7
B2 Entreprenad i Arboga AB,5567303770,2,50,7,7
B&B Byggrenovering AB,5568393325,,,nan,nan
B&D Grupp AB,5568746795,,,nan,nan
B&L Badrum och Bygg AB,5567912281,3,55,1,2
C Anderssons Entreprenad i Eslöv AB,5569379935,2,52,nan,nan
C Elteknik AB,5568516586,2,62,nan,nan
C G Nord AB,5564250578,2,62,nan,nan
C G Åhman Bygg i Köping AB,5566388152,2,57,nan,nan
C Gustavssons Maskin AB,5569448201,2,43,nan,nan
C H Golvteknik AB,5564759198,2,42,nan,nan
C Holmberg Bygg & Reparation AB,5565630380,2,54,nan,nan
C Holmqvist Entreprenad Kommanditbolag,9697399757,,,nan,nan
C Johanssons Rör Aktiebolag,5566233291,2,62,nan,nan
C Skönnerud Bergarbeten AB,5568066830,2,67,1,4
Asplinds Entreprenad AB,5566263413,2,30,nan,nan
C & R EL AB,5566318290,2,43,2,4
C. Eidenskogs Bygg AB,5567079917,2,68,nan,nan
C. Holmgrens Måleri och Fastighetsservice         Aktiebolag,5564133147,2,69,nan,nan
C. Johansson Byggtjänst Aktiebolag,5564847308,3,57,14,22
C. Magnusson Måleri AB,5590087572,3,41,nan,nan
C. Söderlund Bygg och Service AB,5568817661,2,40,nan,nan
C.A. Öbergs Glasmästeri Aktiebolag,5561309476,3,63,nan,nan
C.A.N Bygg AB,5566418850,2,54,nan,nan
C.H. Andreason Plåtslageri AB,5561746172,3,48,nan,nan
C.M.N Måleri AB,5565465654,2,60,nan,nan
CA Anderssons Eftr. AB,5567753651,2,62,nan,nan
CA Hem & Hus AB,5568625718,4,50,nan,nan
Cabletronic Aktiebolag,5563779627,2,56,5,16
Caelum Group AB,5569762460,2,35,nan,nan
Cala AB,5567064810,2,56,nan,nan
Caland Betonghåltagning AB,5566409735,4,46,nan,nan
Calculated pipes Sweden AB,5590347760,4,37,2,0
CALIMEC Europé AB,5566729389,3,53,nan,nan
Calle Nilssons VVS i Falkenberg AB,5567407266,2,40,nan,nan
Calleido Byggservice i Linköping AB,5564436433,7,58,2,3
Callenberg Group AB,5566762836,4,57,nan,nan
Calles Elservice i Smålandsstenar AB,5568295538,2,49,nan,nan
Calmarsunds Golv AB,5566723572,2,38,nan,nan
Calmarsunds H.E. Undertak AB,5568712300,3,54,2,2
Calmarsunds Mur & Fasad AB,5567770994,2,50,nan,nan
BSF i Brömsebro Försäljning AB,5590773361,2,24,3,4
Calmstad Produktion AB,5590568738,3,51,nan,nan
CAMA Bygg Aktiebolag,5563331858,3,57,nan,nan
Canbus AB,5567438956,2,53,nan,nan
Candells Entreprenad AB,5567387476,2,55,nan,nan
Canova Elinstallationer AB,5590672332,3,44,4,2
Cantenna Kabel-TV Aktiebolag,5564147378,2,36,nan,nan
Cantillon Aktiebolag,5564254539,2,56,nan,nan
Cantrade Ventilation AB,5565595591,3,57,nan,nan
Cap Måleri Eskilstuna AB,5566548201,2,59,nan,nan
Cape Mark AB,5568864697,2,49,nan,nan
Capella Bygg i Malmö AB,5564612900,2,57,2,4
Captive Larm AB,5567210538,2,46,11,73
Cardie Bygg AB,5590545470,2,60,4,2
CARED AB,5567419659,2,54,nan,nan
Carel Nordic AB,5569118671,3,51,1,0
Carells Åkeri AB,5568419237,3,52,nan,nan
Carl Byggare Aktiebolag,5561646083,2,49,nan,nan
Carlaplans Rörläggeri i Tvååker Aktiebolag,5564514502,2,40,nan,nan
Carlbom & Sandersson CASA Bygg AB,5565764858,3,41,nan,nan
Carlgrens Elektriska AB,5567804652,3,50,nan,nan
Carlgrens Entreprenad & Transport AB,5563599595,3,52,nan,nan
Carling Måleri AB,5567240485,2,56,nan,nan
Carls Elektriska AB,5565419610,4,60,4,6
Trossö-rörtjänst AB,5568176266,2,32,nan,nan
Carlshamns Rörteam AB,5566182522,4,56,nan,nan
Carlsson VVS Entreprenad i Uppsala AB,5568296536,,,nan,nan
Carlsson & Berger Aktiebolag,5566992870,3,55,2,4
Carlssons Bygg i Degeberga AB,5565758322,2,51,nan,nan
CARLSSONS EL & JAKT Aktiebolag,5562677731,3,56,nan,nan
Carlssons Glasmästeri i Sala Aktiebolag,5560815077,2,68,nan,nan
C.Carlson Konsult i Växjö AB,5565464079,2,67,nan,nan
Carlssons Kylservice i Norrköping AB,5565975181,3,59,nan,nan
Carlssons Lastmaskiner i Luleå AB,5565013082,2,53,nan,nan
Carlssons Rör i Sunne AB,5567906358,3,31,nan,nan
Carlssons Täckdikning AB,5566190830,2,54,nan,nan
Carlstedts Entreprenad Svedala AB,5567433387,2,57,nan,nan
Carlströms Plåt AB,5568846934,2,38,nan,nan
Carlunds Bygg och Akustikmontage AB,5567153225,2,54,nan,nan
Carl-Magnus Entreprenad AB,5568387681,2,54,nan,nan
Carl-Philips VVS Aktiebolag,5561982074,2,63,3,2
Carowa Bygg AB,5590772884,3,53,4,2
Carpent Bygg Aktiebolag,5563821312,2,54,nan,nan
Carpenter Consulting i Sverige AB,5569547093,2,49,nan,nan
Carpenter i Mälardalen AB,5567079156,4,52,10,15
Casa Design Sverige AB,5567803373,2,44,nan,nan
Casariva AB,5569009680,2,53,nan,nan
Cassimir Lindbergs Entreprenad Aktiebolag,5563309482,2,62,nan,nan
Categori Data AB,5565615118,4,47,3,3
Catman AB,5567711634,2,62,nan,nan
Cavator Entreprenad AB,5567232771,2,42,nan,nan
Cavatus AB,5567930655,2,45,nan,nan
CBA Entreprenad AB,5568256852,2,53,nan,nan
CBF Elektriska Aktiebolag,5564447406,2,57,nan,nan
CBR-Bygg i Perstorp AB,5566666011,2,49,nan,nan
CBS Chamber Bygg Sweden AB,5569753055,,,nan,nan
CBS Mark AB,5569444416,2,60,nan,nan
CC Civil Constructions AB,5569205262,2,42,nan,nan
CC Gruppen AB,5569535577,4,51,1,1
CC Mark i Väst AB,5562082288,2,56,nan,nan
CC Plåt & Tak AB,5561642967,2,39,nan,nan
CD Entreprenad AB,5564202082,,,5,11
CE Byggservice AB,5590050588,3,52,nan,nan
CE Elentreprenad AB,5566528732,2,49,nan,nan
CE GROUP STHLM AB,5569725590,2,41,nan,nan
Ce Sprinkler Aktiebolag,5561125617,3,39,2,2
CE Städservice AB,5569677205,,,nan,nan
Cederlöfs Plattsättning Aktiebolag,5563443448,2,41,2,5
Cederströms Bygg Entreprenad AB,5590437298,2,26,nan,nan
Celander Halland Aktiebolag,5560774621,3,62,4,1
Celander Skaraborg AB,5564817442,3,66,nan,nan
Celera AB,5565860870,2,41,nan,nan
Celmar Bygg AB,5568406739,2,47,nan,nan
Celon Invest AB,5569500936,2,48,37,63
Cemantech AB,5590143409,2,52,1,4
Cemator Bygg AB,5567268247,2,36,nan,nan
CEMV MONT AB,5590053673,2,53,nan,nan
Centralradioservice Aktiebolag,5560924390,2,67,6,2
Centralservice i Sverige AB,5567433536,2,47,nan,nan
Centralsystem i Falkenberg AB,5566045554,4,49,2,4
Central-Glasmästeriet; Holmberg & Johansson       Aktiebolag,5560872722,3,59,nan,nan
Centrum Byggnads i Väst AB,5569759201,2,35,nan,nan
Centrumbyggen Jan Jansson AB,5562542455,2,57,nan,nan
CENVA AB,5569753436,3,53,4,3
Cerax Aktiebolag,5568882905,2,55,nan,nan
CableQuick SYD AB,5569883068,3,41,13,18
Certior Entreprenad AB,5590521547,3,42,5,1
Certus Bygg AB,5590285713,3,53,nan,nan
Cerves Bygg AB,5568419385,2,58,nan,nan
Cervesa Invest AB,5567792279,2,44,nan,nan
Cesar Snabb Bygg AB,5569206229,2,32,nan,nan
Ce-Ce Elservice Aktiebolag,5561570838,2,76,2,1
CF:s Plåtslageri Aktiebolag,5562554740,2,58,nan,nan
CFF Support AB,5568922974,3,46,nan,nan
CFLW Bygg i Tidaholm Aktiebolag,5565002291,3,51,nan,nan
OPS Security AB,5565343828,2,48,6,5
CG Grundels Fönstersystem AB,5563209088,3,56,1,2
CGW Entreprenadkonsult AB,5568599798,2,46,nan,nan
CH Maskin Aktiebolag,5563124378,2,61,nan,nan
CH Vent AB,5563805018,3,36,7,7
CH:s Isolering & Plåtslageri Aktiebolag,5564563590,2,57,nan,nan
Charisma Måleri AB,5565878351,3,37,nan,nan
Charlie's Brunns- och Energiborrning AB,5565185443,2,56,nan,nan
Charlottendal Maskin Aktiebolag,5563785731,2,64,nan,nan
CHE Ställningsmontage AB,5568774862,2,44,nan,nan
Chemiclean Systems Aktiebolag,5565395810,2,43,3,1
Chennet Bygg & Kakel AB,5567472625,2,51,nan,nan
Chimneytec S&V AB,5569298994,2,67,nan,nan
Christer Crillemurarn Forslund AB,5590261086,2,47,nan,nan
Christer Gustavsson Entreprenad AB,5567282818,2,52,nan,nan
Christer Hermansson's Rör AB,5565172409,2,49,nan,nan
Christer Johansson Entreprenad Aktiebolag,5564450384,2,66,nan,nan
Christer Lövgren Entreprenad AB,5565620084,3,57,nan,nan
Christer Olsson Måleri AB,5566314992,2,60,nan,nan
Mälardalens Golv och Fastigheter AB,5568030562,2,56,nan,nan
Dybeck Bygg AB,5567300768,2,49,nan,nan
Christian Flood Bygg AB,5568690407,2,54,nan,nan
Christian Hermansson Bygg AB,5568702111,2,37,nan,nan
Christian Jimmy Micke Gruppen AB,5568309610,2,57,nan,nan
Christian Johansson Entreprenad AB,5567999692,2,38,nan,nan
Christoffer Lindblad Byggentreprenad AB,5590732607,,,nan,nan
Chrisyll Aktiebolag,5562552777,2,69,nan,nan
Chåk di Bygg o Anl AB,5563744969,2,41,nan,nan
Ciceron Bygg AB,5590903042,2,48,8,10
Ciconia Project Group AB,5567004766,3,49,4,15
Ciratar Group AB,5564296076,2,44,nan,nan
Cirkelbygg i Stockholm Aktiebolag,5562578293,2,48,2,3
Cirkus Larsen AB,5564546256,2,51,2,3
Citagon AB,5567475669,2,42,nan,nan
City Bygg i Kalmar AB,5569167173,2,29,nan,nan
City Bygg och Måleri Stockholm AB,5568175052,2,53,3,5
EFB AB,5567389274,2,49,nan,nan
City Byggnads i Fosie AB,5567221808,,,1,1
City Byggservice Ö-vik AB,5565679031,2,39,nan,nan
City El & Tele i Uppsala AB,5566187992,2,53,nan,nan
City Eltjänst Sthlm AB,5566943774,2,41,nan,nan
City Golf Europe AB,5564671708,6,46,10,7
City Golv i Göteborg Aktiebolag,5566748165,2,56,nan,nan
City Plåt och Byggteknik Sverige AB,5568003460,2,53,nan,nan
City Sundblad Telecom AB,5567127799,2,51,nan,nan
Cityborr i Umeå AB,5568553001,2,45,nan,nan
Citybygg i Stävie AB,5568448400,2,56,nan,nan
CityBygg Linköping AB,5569358673,2,40,nan,nan
Cityfast bygg och förvaltning sverige AB,5590472261,2,50,25,18
Citygolv i Jönköping AB,5568288764,2,39,nan,nan
Citylåset i Kristianstad Aktiebolag,5563747137,2,42,1,0
CityMåleri i Malmö AB,5566574629,2,53,nan,nan
Parkett Jouren Stockholm AB,5569204158,2,42,nan,nan
City-Glas i Malmö AB,5567562797,2,57,nan,nan
JBD Bygg AB,5591051494,2,56,nan,nan
CJ Byggservice Aktiebolag,5563499275,3,58,nan,nan
CJ Åkeri i Östersund AB,5568278609,3,39,nan,nan
CJL Svenska Måleri Aktiebolag,5565239570,3,55,4,3
CKMK Mur&Puts AB,5567617716,2,42,2,1
CL Dörrmontage AB,5568656705,2,61,nan,nan
CL Specialglas Aktiebolag,5564912656,3,57,3,3
Clabbes Bygg AB,5569532715,3,31,4,1
Claes Johansson Mark & Anläggning AB,5567419642,2,44,nan,nan
Claes Lindqvist Markentreprenad Aktiebolag,5569116964,2,50,nan,nan
Claes Sjöbergs Bygg & Fastighetsskötsel Aktiebolag,5565641957,2,57,nan,nan
Claessons Elektriska Osby AB,5590816368,2,38,nan,nan
Claprogruppen AB,5567299077,2,62,nan,nan
Clas Krantjänst AB,5567865182,2,56,nan,nan
Ringen 13 fastigheter i Umeå AB,5569214512,2,42,nan,nan
Clase Bygg AB,5567837603,2,62,nan,nan
Clausen & Lovén Byggprojekt AB,5568914427,4,47,nan,nan
Climapac Stockholm AB,5566795653,2,62,5,3
Climvent AB,5567089544,2,35,3,3
Clingo bygg AB,5568741689,2,41,2,5
CLS Elektronikservice i Stockholm AB,5566166707,2,52,nan,nan
CLS Entreprenad AB,5567052112,2,52,3,5
CM Byggkonsult i Helsingborg AB,5590375647,4,53,nan,nan
CM Gruppen Sverige AB,5590125430,3,51,6,17
CMD Entreprenad och Inredning Sthlm AB,5590056205,,,nan,nan
CN Gruppen AB,5567779631,4,46,3,4
CN:s gräv AB,5566371463,3,44,nan,nan
CND Bygg & Entreprenad AB,5569798241,,,nan,nan
CO Teknik i Helsingborg AB,5567240741,2,54,2,4
Coatab Rörteknik AB,5567924716,2,43,nan,nan
Coff Entreprenad AB,5568789092,,,nan,nan
Collstam Innovation Aktiebolag,5564627429,2,63,nan,nan
Colonus AB,5562928175,3,43,nan,nan
Combi Montage i Lammhult Aktiebolag,5562861889,4,55,5,5
CombiConsult Syd i Stockholm AB,5568796642,3,57,7,24
Combiel; El och Teleservice Aktiebolag,5563419984,4,60,2,3
Comdate Aktiebolag,5563648962,4,52,5,1
Coment AB,5569373631,2,46,nan,nan
Comfort Isolering Lund AB,5566190392,3,58,nan,nan
Comfortprodukter J. Lindström Aktiebolag,5563815801,2,65,3,5
Comfortteknik Klimat & Kylanläggningar i          Mölndal AB,5562844547,3,52,3,4
Communication One i Göteborg AB,5567794135,2,48,nan,nan
Comnet i Danderyd Aktiebolag,5565717377,3,46,nan,nan
COMOBO Aktiebolag,5566291349,,,nan,nan
Compact Living Nordic AB,5590542725,2,61,nan,nan
COMPARE Sweed BUILDING AB,5568958887,2,41,nan,nan
Compasso AB,5569237786,2,54,nan,nan
Compfence AB,5590288873,2,51,5,7
CompHiss Teknik Aktiebolag,5565351177,2,69,nan,nan
Complett Byggen i Lerum AB,5565725578,2,41,nan,nan
CONART AB,5568412315,2,46,nan,nan
Concent Commercial AB,5569368151,2,70,nan,nan
Concent Hotel AB,5569368128,,,nan,nan
Concent Parking AB,5569033599,,,nan,nan
Concent Public AB,5569746653,,,nan,nan
Concento AB,5567547186,2,54,nan,nan
Concept Exhibition Aktiebolag,5565395851,2,52,nan,nan
Conclean AB,5569497323,6,49,3,5
Concreo AB,5569308058,2,54,10,9
Concretab AB,5590132071,2,37,1,1
CONCRETIUS AB,5569993479,2,51,nan,nan
Concreto Golvteknik AB,5561965301,4,52,5,10
Condere Bygg AB,5567089395,,,nan,nan
Condura Bygg och Inredning AB,5566001524,2,45,nan,nan
Congard Bygg AB,5569923823,2,44,nan,nan
Conmark Entreprenad AB,5569782195,4,46,nan,nan
Conmat Technology AB,5566444807,2,69,nan,nan
Connect VVS; Bygg & Entreprenad i Stockholm AB,5565625265,2,43,nan,nan
Conny Andersson Bygg AB,5568768310,2,45,nan,nan
Conny Fransson Bygg AB,5565683306,2,57,nan,nan
