company,id,year,net_sales,other_sales,op_profit_ebit,prof_after_net_fin_items,results,sub_unpaid_cap,fixed_assets,current_assets,assets,equity,untaxed_reserves,provisions,lt_liabilities,curr_liabilities,lia_and_equity,salar_board_ceo,royalties_board_ceo,sal_other_empl,perf_other_empl,social_exp,dividends,revenue,num_employes,net_sales_empl,pers_cost_empl,op_prof_ebitda,net_change,du_pont_model,prof_margin,gross_prof,working_cap,solidity,quick_ratio
Jämjö Plåt AB,5568972706,2016,12716,275,-141,-141,38,0,442,3395,3837,545,0,0,3,3288,3837,-,-,-,-,-,0,12991,16,795,465,-78,"60,05%","-3,67%","-1,11%","63,94%","0,84%","14,20%","86,77%"
Takprodukter Norden AB,5567492573,2012,11991,40,382,385,284,0,0,1664,1664,469,0,0,0,1194,1664,-,-,-,-,-,0,12031,0,-,-,401,"2,62%","23,44%","3,25%","11,56%","3,92%","28,19%","119,51%"
Ytteknik i Örebro AB,5562068063,2013,15858,600,646,645,271,0,688,4371,5059,869,624,0,135,3431,5059,0,-,3694,-,1440,0,16458,8,1982,685,876,"61,04%","13,30%","4,24%","58,24%","5,93%","26,27%","114,40%"
Låsborgen AB,5565817102,2010,11149,-,732,718,518,0,22,3075,3097,2231,0,0,0,866,3097,1685,-,862,-,909,125,11149,9,1239,421,760,-,"23,64%","6,57%","53,92%","19,81%","72,04%","302,31%"
Minipumpar i Norden AB,5568512809,2013,17541,92,772,690,339,0,529,3820,4349,392,213,0,86,3658,4349,140,140,3692,0,1362,0,17633,9,1949,572,944,"57,23%","17,75%","4,40%","60,39%","0,92%","12,62%","104,43%"
i3 Entreprenad AB,5568967219,2016,29089,-,4231,4228,2462,0,3808,4931,8738,3531,1971,0,0,3236,8738,0,-,1015,-,498,599,29089,3,9696,561,4728,"82,49%","48,42%","14,55%","27,90%","5,83%","58,00%","152,38%"
Rörtjänst i Örebro Aktiebolag,5563888832,2018,27238,209,2580,2572,1988,0,425,7995,8420,2211,100,0,0,6109,8420,-,-,-,-,-,0,27447,16,1702,615,2634,"10,76%","30,71%","9,49%","52,22%","6,92%","27,19%","130,87%"
Byggnationer Rönström A Andersson i Söderhamn AB,5590733423,2018,18514,15,301,281,136,0,257,4172,4429,276,198,0,0,3955,4429,-,-,-,-,-,0,18529,8,2314,526,372,"23,22%","6,80%","1,63%","31,59%","1,17%","9,72%","104,12%"
SWENORTH AB,5590978176,2018,20528,12,571,546,238,0,1331,4271,5602,899,549,0,268,3886,5602,-,-,-,-,-,0,20540,15,1369,558,929,"106,00%","10,19%","2,78%","59,10%","1,88%","23,69%","109,91%"
Nacka Hisservice AB,5566082250,2020,23662,107,4346,4092,2723,0,3170,9641,12811,6363,203,2954,0,3291,12811,-,-,-,-,-,2000,23769,10,2366,646,4456,"35,39%","34,02%","18,42%","57,04%","26,84%","50,90%","292,95%"
Trotz Bygg & Marin AB,5563488088,2016,8000,23,730,714,533,0,128,3568,3696,1087,0,0,776,1833,3696,-,-,-,-,0,0,8023,5,1600,711,773,"44,90%","19,75%","9,12%","63,26%","21,69%","29,41%","194,65%"
BTF mark & trädgård AB,5564618253,2019,23693,77,133,105,294,0,5782,1584,7366,2563,691,0,2300,1812,7366,44,-,10961,-,4144,0,23770,45,527,342,841,"-10,14%","1,81%","0,56%","73,73%","-0,96%","42,11%","84,99%"
VärmeTeamet i Skåne AB,5568464092,2019,23681,85,1348,1349,784,0,50,5215,5265,1597,755,0,0,2913,5265,-,-,-,-,-,720,23766,9,2631,536,1357,"43,49%","25,62%","5,70%","32,72%","9,72%","41,52%","142,29%"
Nybro Golv Aktiebolag,5563333383,2014,20430,162,168,35,35,0,2416,4439,6855,844,0,0,2435,3575,6855,-,-,5764,-,2204,0,20592,16,1277,506,231,"8,39%","3,44%","1,16%","51,86%","4,23%","12,31%","68,28%"
Inter El Kungälv Aktiebolag,5562194398,2015,20953,-,1178,1177,1177,0,13,5180,5193,2432,0,14,51,2696,5193,0,-,6022,-,2312,0,20953,16,1310,531,1202,"18,61%","22,70%","5,63%","58,31%","11,86%","46,83%","184,90%"
Jämjö Plåt AB,5568972706,2015,7945,18,192,192,127,0,193,2133,2326,507,197,0,14,1608,2326,-,-,2935,-,1215,0,7963,11,722,377,233,"7,51%","8,25%","2,42%","67,51%","6,61%","28,40%","132,65%"
Takprodukter Norden AB,5567492573,2011,11685,7,232,227,173,0,19,2715,2734,185,0,0,0,2549,2734,-,-,-,-,-,0,11692,0,-,-,251,-,"8,49%","1,99%","10,97%","1,42%","6,77%","92,62%"
Ytteknik i Örebro AB,5562068063,2012,9847,311,238,210,171,0,859,1677,2537,597,409,0,178,1352,2537,-,-,2956,-,1035,0,10158,5,1969,846,492,"46,40%","9,54%","2,46%","70,71%","3,30%","35,41%","88,09%"
Minipumpar i Norden AB,5568512809,2012,11156,2,494,18,3,0,520,2173,2693,53,0,0,396,2243,2693,0,-,2959,-,975,0,11158,8,1395,461,652,-,"2,15%","0,52%","79,20%","-0,63%","1,97%","96,88%"
i3 Entreprenad AB,5568967219,2015,15940,-,2849,2845,1635,0,602,4482,5084,1747,904,0,0,2432,5084,0,-,585,-,247,319,15940,2,7970,426,3064,"147,44%","56,04%","17,87%","28,17%","12,86%","48,23%","184,29%"
Rörtjänst i Örebro Aktiebolag,5563888832,2017,24593,216,2558,2553,1980,0,345,6748,7093,2223,100,0,0,4770,7093,-,-,-,-,-,0,24809,15,1640,627,2588,"7,09%","36,16%","10,43%","55,72%","8,04%","32,44%","141,47%"
Byggnationer Rönström A Andersson i Söderhamn AB,5590733423,2017,15025,24,204,175,40,0,254,2735,2990,90,108,0,0,2791,2990,-,-,-,-,-,0,15049,6,2504,597,262,-,"6,82%","1,36%","34,14%","-0,37%","5,83%","97,99%"
SWENORTH AB,5590978176,2017,9965,43,1110,1101,610,0,397,2145,2542,660,315,0,0,1567,2542,-,-,-,-,0,0,10008,14,712,312,1209,-,"43,67%","11,14%","65,57%","5,80%","35,63%","136,89%"
Nacka Hisservice AB,5566082250,2019,17477,60,2626,2637,2013,0,2834,8191,11026,5640,206,2508,0,2671,11026,-,-,-,-,-,2000,17537,8,2185,667,2737,"-11,38%","23,92%","15,09%","57,24%","31,58%","52,61%","306,66%"
Trotz Bygg & Marin AB,5563488088,2015,5521,-,871,871,834,0,170,2575,2746,954,0,0,376,1416,2746,-,-,916,-,301,400,5521,2,2761,619,939,"4462,81%","31,72%","15,78%","47,00%","20,99%","34,74%","181,85%"
BTF mark & trädgård AB,5564618253,2018,26367,94,839,774,744,0,5036,4687,9723,2269,564,0,1500,5390,9723,101,-,13450,-,5279,0,26461,36,732,523,1294,"23,78%","8,63%","3,18%","79,88%","-2,67%","27,86%","85,97%"
VärmeTeamet i Skåne AB,5568464092,2018,16504,227,1082,1081,625,0,18,3918,3936,1501,415,0,0,2020,3936,-,-,-,-,-,600,16731,7,2358,560,1084,"36,52%","27,49%","6,56%","37,45%","11,50%","46,36%","159,60%"
Nybro Golv Aktiebolag,5563333383,2013,18848,166,409,328,328,0,2268,4236,6504,810,0,0,1889,3805,6504,0,-,5137,-,1937,0,19014,16,1178,453,437,"-4,60%","7,76%","2,68%","51,11%","2,29%","12,45%","58,95%"
Inter El Kungälv Aktiebolag,5562194398,2014,17665,191,-473,-39,1,0,37,4293,4330,1255,0,15,246,2814,4330,600,-,5489,-,2314,0,17856,16,1104,534,-443,"11,89%","-0,53%","-0,13%","57,42%","8,37%","28,98%","139,59%"
Jämjö Plåt AB,5568972706,2014,7390,-,433,432,237,0,140,2029,2169,381,176,0,148,1464,2169,-,-,2624,-,992,0,7390,9,821,402,461,"-15,85%","19,96%","5,86%","67,44%","7,65%","23,89%","138,59%"
Takprodukter Norden AB,5567492573,2010,0,-,-39,-39,-39,0,38,92,130,112,0,0,0,18,130,0,0,0,0,0,0,0,0,-,-,-20,-,-,-,-,-,"86,15%","511,11%"
Ytteknik i Örebro AB,5562068063,2011,6726,174,332,282,171,0,170,2038,2209,426,480,0,0,1302,2209,460,-,1669,-,762,0,6900,6,1121,525,405,"-5,59%","15,03%","4,94%","77,95%","10,94%","35,30%","126,11%"
i3 Entreprenad AB,5568967219,2014,6442,-,350,344,185,0,495,968,1463,263,173,0,175,853,1463,-,-,246,-,69,150,6442,1,6442,343,500,"0,11%","23,92%","5,43%","21,20%","1,79%","27,20%","113,48%"
Rörtjänst i Örebro Aktiebolag,5563888832,2016,22964,187,1692,1689,1307,0,341,6072,6413,2243,102,0,0,4068,6413,0,-,5953,-,2457,0,23151,14,1640,631,1716,"-7,62%","26,46%","7,39%","53,66%","8,73%","36,22%","148,87%"
Nacka Hisservice AB,5566082250,2018,19721,191,3297,3301,2265,0,2849,6705,9554,5128,206,2350,0,1870,9554,-,-,-,-,-,1500,19912,8,2465,644,3406,"14,20%","34,55%","16,74%","52,61%","24,52%","55,36%","358,56%"
Trotz Bygg & Marin AB,5563488088,2014,121,-,-57,-57,-57,0,25,302,327,120,0,0,162,45,327,-,-,-,-,-,0,121,-,-,-,-25,"-67,03%","-17,43%","-47,11%","90,08%","212,40%","36,70%","671,11%"
BTF mark & trädgård AB,5564618253,2017,21302,145,79,175,102,0,5039,4585,9624,1526,245,0,1000,6854,9624,98,-,12775,-,4688,0,21447,33,646,541,444,"5,38%","2,51%","1,14%","89,60%","-10,65%","17,84%","66,21%"
VärmeTeamet i Skåne AB,5568464092,2017,12089,55,273,271,210,0,0,2371,2371,875,141,0,0,1355,2371,-,-,-,-,-,0,12144,6,2015,517,273,"56,67%","11,51%","2,26%","37,55%","8,40%","41,54%","138,52%"
Nybro Golv Aktiebolag,5563333383,2012,19756,167,-651,-792,-599,0,2136,4438,6573,481,0,0,2303,3789,6573,784,-,3967,-,1824,0,19923,16,1235,417,-634,"-2,88%","-8,84%","-2,94%","42,31%","3,29%","7,32%","70,26%"
Inter El Kungälv Aktiebolag,5562194398,2013,15788,-,-951,-977,3,0,249,4241,4490,1254,0,36,1157,2044,4490,394,-,5850,-,2234,0,15788,17,929,505,-904,"14,01%","-21,16%","-6,02%","70,79%","13,92%","27,93%","187,92%"
Jämjö Plåt AB,5568972706,2013,8782,-,178,178,94,0,19,1541,1561,144,50,0,218,1149,1561,-,-,3613,-,1259,0,8782,8,1098,609,181,-,"11,40%","2,03%","69,52%","4,46%","11,59%","134,12%"
Ytteknik i Örebro AB,5562068063,2010,7124,-,109,101,38,0,99,1747,1846,455,480,0,0,911,1846,242,-,1534,-,665,0,7124,6,1187,454,153,-,"5,90%","1,53%","60,12%","11,73%","43,81%","150,16%"
i3 Entreprenad AB,5568967219,2013,6435,-,104,104,28,0,343,539,882,78,66,0,0,738,882,-,-,160,-,50,0,6435,1,6435,218,211,-,"11,79%","1,62%","18,24%","-3,09%","14,36%","73,04%"
Rörtjänst i Örebro Aktiebolag,5563888832,2015,24857,48,853,764,589,0,201,4539,4739,936,104,0,0,3699,4739,0,-,4702,-,1902,0,24905,12,2071,561,898,"74,57%","18,13%","3,46%","45,81%","3,38%","21,46%","110,25%"
Me3oEntreprenad AB,5566778493,2019,23754,-,-241,-651,-651,0,502,3569,4071,228,0,0,209,3633,4071,-,-,-,-,-,0,23754,17,1397,504,-164,"496,09%","-14,93%","-2,56%","100,00%","-0,27%","5,60%","98,24%"
Iskällans Bygg AB,5565218319,2019,23734,10,-2899,-2951,-2751,0,255,3978,4233,152,0,0,79,4002,4233,-,-,-,-,-,0,23744,16,1483,624,-2813,"-51,58%","-68,49%","-12,21%","42,48%","-0,10%","3,59%","99,40%"
Nacka Hisservice AB,5566082250,2017,17269,-,2761,2773,2015,0,2102,6929,9030,4864,0,1750,0,2417,9030,-,-,-,-,-,2000,17269,8,2159,643,2834,"21,82%","30,72%","16,06%","55,47%","26,13%","53,86%","286,68%"
Trotz Bygg & Marin AB,5563488088,2013,367,-,150,150,150,0,72,350,422,-548,0,0,878,92,422,-,-,-,-,-,0,367,-,-,-,213,"89,18%","35,55%","40,87%","92,37%","70,30%","-129,86%","380,43%"
BTF mark & trädgård AB,5564618253,2016,20215,198,230,193,113,0,4597,1997,6594,1424,200,0,900,4070,6594,116,-,12174,-,4425,0,20413,34,595,500,478,"-0,36%","3,61%","1,18%","89,16%","-10,25%","23,96%","47,76%"
VärmeTeamet i Skåne AB,5568464092,2016,7716,57,612,608,374,0,0,1635,1635,665,141,0,0,829,1635,0,-,1529,-,686,0,7773,5,1543,445,614,"31,90%","37,43%","7,93%","47,65%","10,45%","47,40%","155,25%"
Nybro Golv Aktiebolag,5563333383,2011,20342,26,109,-277,-283,0,2000,3959,5959,1081,193,0,2567,2119,5959,723,-,3774,-,1667,0,20368,15,1356,417,121,"-2,27%","2,80%","0,82%","42,69%","9,05%","20,53%","97,03%"
Inter El Kungälv Aktiebolag,5562194398,2012,13848,67,-1749,-1785,15,0,296,4986,5282,1252,10,0,1103,2917,5282,528,-,5533,-,2113,0,13915,18,769,462,-1695,"-5,93%","-33,07%","-12,62%","60,84%","14,94%","23,84%","156,09%"
Rörtjänst i Örebro Aktiebolag,5563888832,2014,14239,84,-233,-314,36,0,2294,2697,4991,347,106,0,2351,2186,4991,-,-,3641,-,1365,0,14323,12,1187,429,-165,"-3,35%","-4,53%","-1,59%","45,62%","3,59%","8,61%","122,64%"
Me3oEntreprenad AB,5566778493,2018,3985,-,417,196,168,0,683,2444,3127,679,0,0,0,2448,3127,-,-,-,-,-,300,3985,3,1328,533,448,"1933,16%","8,54%","6,70%","100,00%","-0,10%","21,71%","99,84%"
Iskällans Bygg AB,5565218319,2018,49019,45,435,410,322,0,341,5987,6328,2554,200,0,68,3507,6328,-,-,-,-,-,0,49064,19,2580,583,521,"16,49%","6,87%","0,89%","30,49%","5,06%","42,83%","92,79%"
Nacka Hisservice AB,5566082250,2016,14176,-,1831,1854,1233,0,1287,7710,8997,5848,0,1150,0,1998,8997,-,-,2920,-,1959,3000,14176,7,2025,711,1948,"1,57%","20,65%","13,11%","62,28%","40,29%","65,00%","385,89%"
Trotz Bygg & Marin AB,5563488088,2012,194,-,-87,-87,-87,0,135,211,346,-698,0,0,1003,40,346,0,-,0,-,0,0,194,0,-,-,-87,"16,87%","-25,14%","-44,85%","89,69%","88,14%","-201,73%","527,50%"
Stockholm Design Lab Aktiebolag,5565512893,2019,23749,-,2768,2953,1671,0,431,11656,12087,3959,3850,0,0,4278,12087,0,0,0,0,0,0,23749,19,1250,699,3053,"-24,87%","24,81%","12,63%","100,00%","31,07%","57,60%","272,46%"
Ordning och reda med Vera AB,5569535569,2019,23643,90,3683,3668,2862,0,167,6295,6462,4678,0,0,0,1784,6462,-,-,-,-,-,1250,23733,36,657,419,3687,"3,39%","56,99%","15,58%","87,41%","19,08%","72,39%","351,63%"
BTF mark & trädgård AB,5564618253,2015,20288,110,255,162,368,0,4656,1974,6630,1312,152,0,1300,3866,6630,70,-,11847,-,4460,0,20398,34,597,482,484,"0,35%","3,85%","1,26%","86,61%","-9,33%","21,58%","49,84%"
VärmeTeamet i Skåne AB,5568464092,2015,5850,-,-44,-53,-53,0,12,862,874,291,0,0,152,430,874,-,-,1535,-,638,0,5850,5,1170,436,-32,"6,71%","-5,03%","-0,75%","52,09%","7,38%","33,30%","142,33%"
Nybro Golv Aktiebolag,5563333383,2010,20815,48,1141,1135,393,0,1718,4285,6003,1364,194,0,2182,2263,6003,710,-,3344,-,1531,0,20863,13,1601,435,1157,-,"20,76%","5,99%","42,91%","9,71%","25,10%","97,04%"
Inter El Kungälv Aktiebolag,5562194398,2011,14721,28,-809,-822,28,0,286,4274,4560,1236,0,52,1068,2203,4560,422,-,5426,-,2008,0,14749,18,818,442,-766,"-33,87%","-17,70%","-5,48%","65,17%","14,07%","27,11%","169,41%"
Rörtjänst i Örebro Aktiebolag,5563888832,2013,14732,101,103,51,40,0,2362,5378,7740,591,475,0,1779,4894,7740,-,-,3199,-,1028,0,14833,10,1473,432,170,"13,38%","1,76%","0,92%","54,86%","3,29%","12,16%","66,12%"
Me3oEntreprenad AB,5566778493,2017,196,-,-852,398,398,0,159,1549,1708,511,29,0,0,1168,1708,-,-,-,-,0,0,196,-,-,-,-841,"-49,48%","23,30%","203,06%","100,00%","194,39%","31,24%","132,62%"
Iskällans Bygg AB,5565218319,2017,42080,-,583,756,623,0,18,6782,6800,2231,200,0,0,4369,6800,-,-,-,-,-,0,42080,17,2475,418,594,"42,65%","11,24%","1,82%","19,96%","5,73%","35,10%","114,03%"
Residens Kap AB,5590451729,2019,23765,-,687,684,317,0,692,4660,5352,837,273,0,0,4242,5352,-,-,-,-,-,0,23765,12,1980,441,794,"26,04%","12,84%","2,89%","33,37%","1,76%","19,62%","109,85%"
Spotland AB,5567117972,2019,23748,-,935,877,772,0,240,5302,5542,1837,0,0,0,3705,5542,-,-,-,-,-,0,23748,14,1696,711,1175,"23,73%","16,89%","3,94%","100,00%","6,72%","33,15%","143,10%"
Nacka Hisservice AB,5566082250,2015,13957,-,2611,2661,2006,0,428,8660,9089,6615,0,250,0,2223,9089,-,-,2898,-,1454,2000,13957,7,1994,617,2740,"8,65%","29,34%","19,11%","64,32%","46,12%","72,78%","389,56%"
Trotz Bygg & Marin AB,5563488088,2011,166,-,-122,-122,-122,0,159,256,416,-19,-589,0,955,71,416,0,-,0,-,0,0,166,0,-,-,-35,"-11,23%","-29,33%","-73,49%","79,52%","111,45%","-108,92%","360,56%"
Stockholm Design Lab Aktiebolag,5565512893,2018,31610,-,7680,7660,4404,0,541,18832,19373,8725,3100,0,0,7548,19373,0,0,0,0,0,0,31610,18,1756,682,7932,"16,01%","39,70%","24,33%","100,00%","35,70%","57,52%","249,50%"
Ordning och reda med Vera AB,5569535569,2018,22868,-,2546,2536,1959,0,190,6775,6965,3941,0,0,0,3024,6965,-,-,-,-,-,1500,22868,38,602,441,2571,"2,81%","36,55%","11,13%","90,24%","16,40%","56,58%","224,04%"
BTF mark & trädgård AB,5564618253,2014,20217,160,1337,1303,3,0,3484,2082,5566,944,0,0,300,4322,5566,67,-,10930,-,3658,0,20377,33,613,449,1488,"28,29%","24,20%","6,66%","84,76%","-11,08%","16,96%","46,69%"
VärmeTeamet i Skåne AB,5568464092,2014,5482,39,278,276,214,0,24,1170,1194,504,0,0,204,485,1194,0,-,1376,-,570,160,5521,4,1371,492,290,"13,81%","23,28%","5,07%","56,18%","12,50%","42,21%","170,52%"
Inter El Kungälv Aktiebolag,5562194398,2010,22260,5,-171,-187,13,0,273,4082,4356,1208,0,49,0,3099,4356,466,-,6541,-,2490,0,22265,22,1012,438,-137,-,"-3,93%","-0,77%","62,57%","4,42%","27,73%","115,81%"
Rörtjänst i Örebro Aktiebolag,5563888832,2012,12994,-,725,729,410,0,2396,7043,9439,831,475,0,2421,5712,9439,917,-,2616,-,1173,0,12994,10,1299,469,740,"-4,76%","7,90%","5,74%","44,88%","10,24%","12,51%","47,15%"
Me3oEntreprenad AB,5566778493,2016,388,60,49,41,4,0,110,244,354,114,29,0,0,212,354,-,-,-,-,-,0,448,1,388,305,52,"207,94%","13,84%","12,63%","100,00%","8,25%","38,59%","115,09%"
Iskällans Bygg AB,5565218319,2016,29498,-,420,397,302,0,474,5134,5609,1759,200,0,0,3650,5609,-,-,600,-,204,150,29498,2,14749,451,426,"36,57%","7,49%","1,42%","8,92%","5,03%","34,14%","125,45%"
Residens Kap AB,5590451729,2018,18855,3,538,535,411,0,239,2291,2530,1220,0,0,0,1310,2530,-,-,-,-,-,0,18858,11,1714,368,603,"14,62%","21,26%","2,85%","33,52%","5,20%","48,22%","167,71%"
Spotland AB,5567117972,2018,19194,-,821,768,768,0,480,5466,5946,1066,0,0,0,4880,5946,-,-,-,-,-,0,19194,13,1476,825,1061,"109,75%","13,81%","4,28%","100,00%","3,05%","17,93%","112,01%"
Nacka Hisservice AB,5566082250,2014,12846,-,2958,3020,2963,0,341,9557,9898,7609,0,0,0,2289,9898,893,-,2003,-,1007,3000,12846,7,1835,581,3104,"4,99%","30,59%","23,57%","67,58%","56,58%","76,87%","417,52%"
Ljusdals Väg och Schakt Aktiebolag,5563836682,2019,23513,214,1288,1252,974,0,2436,7919,10355,4610,1940,0,618,3187,10355,-,-,-,-,-,0,23727,8,2939,516,2098,"-32,28%","12,44%","5,48%","24,57%","20,13%","59,13%","124,04%"
Per Palmén Maskin AB,5568811961,2019,23656,81,1742,1826,795,0,6575,9812,16387,9084,2966,0,229,4107,16387,-,-,-,-,-,0,23737,12,1971,615,2499,"-6,22%","11,17%","7,74%","54,08%","24,12%","69,55%","234,79%"
Trotz Bygg & Marin AB,5563488088,2010,187,-,-19,-19,-19,0,135,304,438,-488,0,0,891,35,438,0,-,0,-,0,0,187,0,-,-,46,-,"-4,34%","-10,16%","82,35%","143,85%","-111,42%","868,57%"
Stockholm Design Lab Aktiebolag,5565512893,2017,27248,158,5485,5458,3524,0,584,15183,15767,6784,1150,0,0,7833,15767,-,-,-,-,-,0,27406,17,1603,709,5698,"18,48%","34,81%","20,14%","100,00%","26,97%","48,72%","193,83%"
Ordning och reda med Vera AB,5569535569,2017,22242,52,4799,4797,3723,0,318,7082,7399,3857,0,0,0,3542,7399,-,-,-,-,-,1875,22294,40,556,362,4843,"83,38%","64,86%","21,58%","92,50%","15,92%","52,13%","199,94%"
BTF mark & trädgård AB,5564618253,2013,15759,65,459,418,318,0,416,3693,4109,941,0,0,400,2768,4109,55,0,8161,0,2783,0,15824,23,685,484,651,"145,43%","11,32%","2,95%","100,00%","5,87%","22,90%","130,38%"
VärmeTeamet i Skåne AB,5568464092,2013,4817,-,359,356,261,0,89,784,873,450,0,0,3,420,873,-,-,1024,-,480,160,4817,4,1204,380,389,"20,39%","41,12%","7,45%","52,75%","7,56%","51,55%","118,10%"
Rörtjänst i Örebro Aktiebolag,5563888832,2011,13643,-,-284,-260,405,0,13,7528,7541,1661,297,0,0,5583,7541,939,-,2470,-,1254,400,13643,10,1364,475,-276,"-22,12%","-3,45%","-1,91%","47,23%","14,26%","24,93%","75,64%"
Me3oEntreprenad AB,5566778493,2015,126,-,-164,-162,88,0,296,131,427,340,0,0,0,87,427,100,-,0,-,20,230,126,1,126,155,-87,"1700,00%","-37,94%","-128,57%","100,00%","34,92%","79,63%","150,57%"
Iskällans Bygg AB,5565218319,2015,21599,-,835,854,655,0,387,3509,3896,1657,200,0,0,2039,3896,-,-,600,-,229,200,21599,2,10800,434,841,"95,93%","22,33%","4,03%","13,62%","6,81%","46,53%","172,09%"
Residens Kap AB,5590451729,2017,16450,19,1018,-352,-576,0,409,4817,5225,810,0,0,0,4416,5225,-,-,-,-,0,0,16469,12,1371,392,1063,-,"-6,72%","-2,13%","39,89%","2,44%","15,50%","109,08%"
Spotland AB,5567117972,2017,9151,-,55,17,17,0,720,1399,2119,297,0,0,0,1821,2119,-,-,-,-,0,0,9151,7,1307,851,295,"17,56%","2,83%","0,66%","100,00%","-4,61%","14,02%","76,83%"
Nacka Hisservice AB,5566082250,2013,12235,-,2174,2934,1551,0,576,8926,9502,6646,807,0,0,2049,9502,880,-,1685,-,964,2000,12235,6,2039,600,2359,"9,21%","30,95%","24,04%","59,53%","56,21%","76,20%","435,63%"
Ljusdals Väg och Schakt Aktiebolag,5563836682,2018,34721,11436,2112,2101,1656,0,3006,9788,12794,4635,1958,0,17,6183,12794,-,-,-,-,-,1000,46157,8,4340,587,3034,"-9,10%","16,51%","6,08%","21,45%","10,38%","48,17%","131,72%"
Per Palmén Maskin AB,5568811961,2018,25225,-,1960,2060,1598,0,5568,7511,13079,8290,2160,0,0,2629,13079,-,-,-,-,-,0,25225,12,2102,559,2416,"18,18%","15,79%","8,19%","48,28%","19,35%","76,27%","277,14%"
Stockholm Design Lab Aktiebolag,5565512893,2016,22998,-,2942,2880,1906,0,91,9526,9617,3260,0,0,0,6356,9617,900,-,6619,-,3430,0,22998,16,1437,490,2981,"-1,92%","30,60%","12,80%","100,00%","13,78%","33,90%","149,87%"
Ordning och reda med Vera AB,5569535569,2016,12129,-,1847,1846,1567,0,16,3182,3198,1834,0,0,0,1364,3198,-,-,-,-,-,1700,12129,25,485,349,1855,"143,55%","57,75%","15,23%","95,49%","14,99%","57,35%","233,28%"
BTF mark & trädgård AB,5564618253,2012,6421,91,168,130,130,0,381,2028,2409,623,0,0,800,986,2409,56,-,2149,-,870,0,6512,8,803,385,376,"15,65%","7,22%","2,71%","100,00%","16,23%","25,86%","178,19%"
VärmeTeamet i Skåne AB,5568464092,2012,4001,-,171,170,125,0,128,635,763,319,0,0,68,377,763,-,-,847,-,401,0,4001,4,1000,318,203,-,"22,41%","4,27%","51,01%","6,45%","41,81%","108,22%"
Rörtjänst i Örebro Aktiebolag,5563888832,2010,17519,-,1310,1318,787,0,21,8582,8604,1856,1115,0,0,5633,8604,915,-,2211,-,1115,600,17519,9,1947,466,1320,-,"15,55%","7,64%","71,93%","16,83%","31,12%","88,96%"
Me3oEntreprenad AB,5566778493,2014,7,76,-24,-194,3,0,576,197,774,452,282,0,0,40,774,0,-,0,-,6,200,83,1,7,6,53,"-99,19%","-2,58%","-285,71%","100,00%","2242,86%","86,82%","492,50%"
Iskällans Bygg AB,5565218319,2014,11024,273,1060,1043,808,0,300,2425,2725,1202,200,0,0,1324,2725,600,-,0,-,293,200,11297,2,5512,452,1066,"-25,10%","38,90%","9,62%","23,54%","9,99%","49,83%","183,16%"
Residens Kap AB,5590451729,2016,0,-,-8,1311,1311,0,1369,75,1444,1386,0,0,0,58,1444,0,0,0,0,0,0,0,0,-,-,-8,-,-,-,-,-,"95,98%","129,31%"
Marktec Sweden AB,5591703789,2019,23699,-,42,25,6,0,0,3609,3609,56,12,0,0,3541,3609,-,-,-,-,-,0,23699,2,11850,853,42,-,"1,16%","0,18%","12,42%","0,29%","1,81%","101,92%"
Spotland AB,5567117972,2016,7784,-,253,170,170,0,960,977,1937,281,0,0,0,1657,1937,-,-,-,-,-,0,7784,5,1557,844,493,"8093,68%","13,06%","3,25%","100,00%","-8,74%","14,51%","58,96%"
Nacka Hisservice AB,5566082250,2012,11203,-,1323,1371,1001,0,2452,5542,7993,5695,0,0,0,2298,7993,360,-,2397,-,976,600,11203,6,1867,638,1499,"21,49%","17,24%","12,30%","60,06%","28,96%","71,25%","241,17%"
Ljusdals Väg och Schakt Aktiebolag,5563836682,2017,38197,-11407,1915,1842,1531,0,3088,8319,11408,3980,2005,0,16,5406,11408,-,-,-,-,-,1000,26790,9,4244,507,2662,"44,49%","16,83%","5,03%","36,48%","7,63%","48,60%","146,54%"
Per Palmén Maskin AB,5568811961,2017,21345,294,3779,3830,2980,0,6300,8116,14416,9092,2160,0,0,3164,14416,-,-,-,-,-,0,21639,12,1779,493,4163,"7,31%","26,62%","17,98%","57,76%","23,20%","74,76%","251,61%"
Stockholm Design Lab Aktiebolag,5565512893,2015,23449,-,1122,1042,786,0,39,6245,6284,1805,0,0,0,4479,6284,900,-,5797,-,2982,450,23449,18,1303,553,1145,"-0,42%","17,87%","4,79%","100,00%","7,53%","28,72%","139,43%"
Ordning och reda med Vera AB,5569535569,2015,4980,3,843,836,496,0,24,1323,1346,607,180,0,0,559,1346,-,-,1800,-,572,340,4983,7,711,361,851,"42,98%","62,63%","16,93%","100,00%","15,34%","55,53%","236,67%"
BTF mark & trädgård AB,5564618253,2011,5552,53,293,241,109,0,550,1970,2520,493,0,0,800,1227,2520,69,-,1810,-,675,0,5605,8,694,326,512,"-23,92%","12,02%","5,46%","100,00%","13,38%","19,56%","133,09%"
Me3oEntreprenad AB,5566778493,2013,861,-,331,337,301,0,827,572,1399,449,537,0,0,413,1399,160,160,0,0,144,0,861,1,861,309,408,"-24,47%","24,16%","39,26%","100,00%","18,47%","60,38%","138,50%"
